page_key,url,block_type,order,title,content
탐구놀이터,https://www.csc.go.kr/new1/centers/exhibitinfo_1.jsp,text,0,,상설전시관
탐구놀이터,https://www.csc.go.kr/new1/centers/exhibitinfo_1.jsp,text,1,,천체투영관
탐구놀이터,https://www.csc.go.kr/new1/centers/exhibitinfo_1.jsp,text,2,,천체관측소
탐구놀이터,https://www.csc.go.kr/new1/centers/exhibitinfo_1.jsp,text,3,,메타버스 과학관
탐구놀이터,https://www.csc.go.kr/new1/centers/exhibitinfo_1.jsp,text,4,탐구놀이터,탐구놀이터 활동지 보기
탐구놀이터,https://www.csc.go.kr/new1/centers/exhibitinfo_1.jsp,text,5,탐구놀이터,도구
탐구놀이터,https://www.csc.go.kr/new1/centers/exhibitinfo_1.jsp,text,6,탐구놀이터,열 에너지
탐구놀이터,https://www.csc.go.kr/new1/centers/exhibitinfo_1.jsp,text,7,탐구놀이터,부력
탐구놀이터,https://www.csc.go.kr/new1/centers/exhibitinfo_1.jsp,text,8,탐구놀이터,자동차
탐구놀이터,https://www.csc.go.kr/new1/centers/exhibitinfo_1.jsp,text,9,탐구놀이터,목록
탐구놀이터,https://www.csc.go.kr/new1/centers/exhibitinfo_1.jsp,text,10,탐구놀이터,TOP
